text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 22:20,FALSE,NA,1.57018E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yuiwincityx07x,1180,TRUE,FALSE,NA,NA
Where are our FIFAWorldCup Fans?Did you know we have 32 - 2/2Tonys themed after the upcoming World Cup?Mint ,FALSE,0,NA,9/14/22 22:20,TRUE,NA,1.57018E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",themunchiemafia,0,FALSE,FALSE,NA,NA
Deporfans Qué opinan de las declaraciones de Moisés Muñoz sobre Ochoa Aquí las declaracionesQatar2022 ,FALSE,0,NA,9/14/22 22:17,TRUE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deportrece,0,FALSE,FALSE,NA,NA
RT neymarjr It is time to rock your world qatarairways is ready to take you on a journey of a lifetime to the biggest show on earth,FALSE,0,NA,9/14/22 22:16,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KruzelSvetlana,478,TRUE,FALSE,NA,NA
RT neymarjr It is time to rock your world qatarairways is ready to take you on a journey of a lifetime to the biggest show on earth,FALSE,0,NA,9/14/22 22:11,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gudson118,478,TRUE,FALSE,NA,NA
See the greatest football at home or on the goDownload the CSport app from your mobile app store or log in via ,FALSE,0,NA,9/14/22 22:10,TRUE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CSportMedia,0,FALSE,FALSE,NA,NA
RT SomosCocaCola Se viene el Tour del Trofeo la de Copa Mundial de la FIFA por Coca-Cola La IMCC en compañía de la FMF y DeporteCDM,FALSE,0,NA,9/14/22 22:09,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SuperTato69,16,TRUE,FALSE,NA,NA
RT hatamdaddy1980 Carlos Queiroz after he arrives in Tehran I feel like Im back home This is the best feeling I can have I hope tha,FALSE,0,NA,9/14/22 22:06,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fan_fuji,13,TRUE,FALSE,NA,NA
 No les pareció la lista del Tata Martino Aquí las fuertes declaracionesQatar2022 SeleccionMexicano ,FALSE,0,NA,9/14/22 22:05,TRUE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deportrece,0,FALSE,FALSE,NA,NA
Champions League records set during Wednesday nights matches breakingnews bbcnews bbc ,FALSE,0,NA,9/14/22 22:04,TRUE,NA,1.57017E+18,NA,"<a href=""https://sammyskshop.com/"" rel=""nofollow"">sammysk</a>",sammyskshop,0,FALSE,FALSE,NA,NA
RT FIFAWorldCup How well do you think you know the 1994 FIFAWorldCupTest out your knowledge on FIFA ,FALSE,0,NA,9/14/22 22:00,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sinya10rakuten,34,TRUE,FALSE,NA,NA
RT PlaymakerChiliz Will FIFAWorldCup  be a bullish event for Chiliz? CHZ  POR   ARG 1/12  ,FALSE,0,NA,9/14/22 21:58,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chiliz_BR,21,TRUE,FALSE,NA,NA
RT neymarjr It is time to rock your world qatarairways is ready to take you on a journey of a lifetime to the biggest show on earth,FALSE,0,NA,9/14/22 21:57,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",marardgs_,478,TRUE,FALSE,NA,NA
RT fifaworldcupes Imperdible GaryLineker y JKlinsmann reaccionan al gol del siglo de Diego Maradona FIFAWorldCup El episodio en,FALSE,0,NA,9/14/22 21:56,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AdriMork,533,TRUE,FALSE,NA,NA
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 21:52,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",keirgunnyyxx,1180,TRUE,FALSE,NA,NA
RT fifaworldcupfr Quels sont les 5 joueurs à suivre de léquipe du FootballSenegal à la FIFAWorldCup?  SManeOfficiel  PapyM,FALSE,0,NA,9/14/22 21:51,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",petitpmn,6,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:46,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sinya10rakuten,77,TRUE,FALSE,NA,NA
FIFAWorldCup ErlingHaaland Too bad we wont see Haaland  in the 2022 FIFAWorldCup Qatar2022 ,FALSE,0,FIFAWorldCup,9/14/22 21:43,FALSE,1.57015E+18,1.57017E+18,138372303,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_i_Relate,0,FALSE,FALSE,NA,NA
RT FIFAWorldCup A memorable month in Mexico Watch full match replays exclusive videos &amp features on the 1986 FIFAWorldCup only on,FALSE,0,NA,9/14/22 21:43,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FiorellaCDMX,57,TRUE,FALSE,NA,NA
RT fifaworldcupfr Quels sont les 5 joueurs à suivre de léquipe du FootballSenegal à la FIFAWorldCup?  SManeOfficiel  PapyM,FALSE,0,NA,9/14/22 21:43,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JeuneRiicheSbu,6,TRUE,FALSE,NA,NA
RT HWC199 Copa Mundial Sudáfrica 2010Campeón  España  Subcampeón  Países Bajos Tercer Puesto  Alemania FIFAWorldCup h,FALSE,0,NA,9/14/22 21:41,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Antonioplayero,1,TRUE,FALSE,NA,NA
RT HWC199 67 días nos separan de Catar2022 FIFAWorldCup h,FALSE,0,NA,9/14/22 21:41,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Antonioplayero,1,TRUE,FALSE,NA,NA
Fica esperto porque essa é a figurinha mais exclusiva de todas do Mundial do Qatar Boatos de que somente co ,FALSE,0,NA,9/14/22 21:41,TRUE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ildeuiussef,0,FALSE,FALSE,NA,NA
67 días nos separan de Catar2022  ,FALSE,1,NA,9/14/22 21:40,TRUE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HWC199,1,FALSE,FALSE,NA,NA
Copa Mundial Sudáfrica 2010Campeón  España  Subcampeón  Países Bajos Tercer Puesto  Alemania  ,FALSE,1,NA,9/14/22 21:39,TRUE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HWC199,1,FALSE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:38,FALSE,NA,1.57017E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",konok1234,77,TRUE,FALSE,NA,NA
FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 21:37,FALSE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",vita_surrey,0,FALSE,FALSE,NA,NA
RT fifaworldcupfr Quels sont les 5 joueurs à suivre de léquipe du FootballSenegal à la FIFAWorldCup?  SManeOfficiel  PapyM,FALSE,0,NA,9/14/22 21:36,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",coco_shmurda,6,TRUE,FALSE,NA,NA
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 21:36,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zntcfd,1180,TRUE,FALSE,NA,NA
RT fifaworldcupfr Quels sont les 5 joueurs à suivre de léquipe du FootballSenegal à la FIFAWorldCup?  SManeOfficiel  PapyM,FALSE,0,NA,9/14/22 21:35,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FootballSenegal,6,TRUE,FALSE,NA,NA
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 21:34,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",xRezadrianz,1180,TRUE,FALSE,NA,NA
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 21:33,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zumbadinil,1180,TRUE,FALSE,NA,NA
Uruguay llega a semis del mundial seguroQUE EQUIPAZOCon Valverde De Arrascaeta y Betancur más Darwin Núñez ,FALSE,0,NA,9/14/22 21:31,TRUE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",parragabriel,0,FALSE,FALSE,NA,NA
RT SudRadio FIFAWorldCup  Boycotter la coupe du Monde ne fera pas avancer la lutte contre le réchauffement climatiqueandrebercoff,FALSE,0,NA,9/14/22 21:25,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DouceFrance1905,122,TRUE,FALSE,NA,NA
Starting off my FifaWorldCup Qatar2022 concept kits with the hosts The home kit uses their flag and incorporates ,FALSE,1,NA,9/14/22 21:25,TRUE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",carterrichardd,0,FALSE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:23,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",theArcherQueen,77,TRUE,FALSE,NA,NA
RT ahoraonuncaespn mauriciopedroza No está Marcelo Flores y maldigo a Gerardo MartinoQué te preocupa de la lista del Tri para,FALSE,0,NA,9/14/22 21:23,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LeonelRosales_,15,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:23,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",adss__blaugrana,77,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:22,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Samba_Pele,77,TRUE,FALSE,NA,NA
RT fifaworldcuppt Para o capitão de Camarões a Seleção Brasileira não é mais a mesma e por isso seu time não teme o duelo pela fase,FALSE,0,NA,9/14/22 21:20,FALSE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",family2002milk,1,TRUE,FALSE,NA,NA
RT FIFAWorldCup Slaying a giant on their debut LesVertss win over Germany at the 1982 FIFAWorldCup is in the spotlight on day 72,FALSE,0,NA,9/14/22 21:19,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",maissae_la_bmm,165,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:19,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",karim9Goatzema,77,TRUE,FALSE,NA,NA
Digan lo q digan de mi jugador favorito Messi aún NO está haciendo papelones ni sentado en un banquillo a diferenc ,FALSE,1,NA,9/14/22 21:15,TRUE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MMariposa31,0,FALSE,FALSE,NA,NA
RT PlaymakerChiliz Will FIFAWorldCup  be a bullish event for Chiliz? CHZ  POR   ARG 1/12  ,FALSE,0,NA,9/14/22 21:13,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HHao66,21,TRUE,FALSE,NA,NA
RT neymarjr It is time to rock your world qatarairways is ready to take you on a journey of a lifetime to the biggest show on earth,FALSE,0,NA,9/14/22 21:12,FALSE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AkiBrutal,478,TRUE,FALSE,NA,NA
RT adidasfootball Folder unlocked  Ready for Qatar Introducing the official FIFAWorldCup national team kitsHit the -link in bio-,FALSE,0,NA,9/14/22 21:07,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mudasirkaka,517,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:07,FALSE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",pablohe57362268,77,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 21:07,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",legosoccer123,77,TRUE,FALSE,NA,NA
Video Man City turn game around with two quickfire wonder goals at the Etihad ,FALSE,0,NA,9/14/22 21:04,TRUE,NA,1.57016E+18,NA,"<a href=""https://sammyskshop.com/"" rel=""nofollow"">sammysk</a>",sammyskshop,0,FALSE,FALSE,NA,NA
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 21:02,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0xbunnsbigwinqt,1180,TRUE,FALSE,NA,NA
RT HisenseUSA Watching the fifaworldcup final live is the ultimate bucket list goal Hisense FIFAWorldCup ,FALSE,0,NA,9/14/22 21:01,FALSE,NA,1.57016E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FloMun18,1,TRUE,FALSE,NA,NA
Watching the fifaworldcup final live is the ultimate bucket list goal Hisense FIFAWorldCup ,FALSE,2,NA,9/14/22 21:00,FALSE,NA,1.57016E+18,NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Brandwatch</a>",Hisense_USA,1,FALSE,FALSE,NA,NA
RT fifaworldcupes Imperdible GaryLineker y JKlinsmann reaccionan al gol del siglo de Diego Maradona FIFAWorldCup El episodio en,FALSE,0,NA,9/14/22 21:00,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GalOmicron,533,TRUE,FALSE,NA,NA
Para o capitão de Camarões a Seleção Brasileira não é mais a mesma e por isso seu time não teme o duelo pela f ,FALSE,4,NA,9/14/22 21:00,TRUE,NA,1.57016E+18,NA,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",fifaworldcup_pt,1,FALSE,FALSE,NA,NA
Such a shame Norway didnt qualify for Qatar2022 Haaland ucl ManCity fifaworldcup,FALSE,0,NA,9/14/22 20:59,FALSE,NA,1.57016E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lennycant,0,FALSE,FALSE,NA,NA
RT mk2club FIFAWorldCup fever is on Combine FIFA with a Web3 sportsbetting casino blockchaintechnologyWhat kind of Chemical reac,FALSE,0,NA,9/14/22 20:56,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yummieOxwin,1180,TRUE,FALSE,NA,NA
No mamesMe salió la estampa más GOD del álbum del FIFAWorldCupPanini god joder ,FALSE,0,NA,9/14/22 20:55,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ATB4561,0,FALSE,FALSE,NA,NA
 FIFAWorldCup 2022  Comunicado de TelevisaUnivision de La Cobertura total en Qatar2022 Mañana durante el Pr ,FALSE,10,NA,9/14/22 20:54,TRUE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ramonovic09,0,FALSE,FALSE,NA,NA
Now I cant help but wonder how well an all-star team of players whose countries missed the FIFAWorldCup Haaland ,FALSE,1,NA,9/14/22 20:54,TRUE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",checkjfooty,0,FALSE,FALSE,NA,NA
RT fifaworldcupes Imperdible GaryLineker y JKlinsmann reaccionan al gol del siglo de Diego Maradona FIFAWorldCup El episodio en,FALSE,0,NA,9/14/22 20:53,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cris5811,533,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 20:51,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FootballARGNews,77,TRUE,FALSE,NA,NA
RT hrw We stand with the migrant workers who lost their lives or suffered serious abuses building the 2022 FIFAWorldCup in Qatar Were,FALSE,0,NA,9/14/22 20:49,FALSE,NA,1.57015E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",reidpj,173,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 20:48,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imHCB,77,TRUE,FALSE,NA,NA
RT FIFAWorldCup  Weve run out of adjectives to describe this man Theres 67 days to come up with some more before the FIFAWorldCup,FALSE,0,NA,9/14/22 20:47,FALSE,NA,1.57015E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DanielFMPro,77,TRUE,FALSE,NA,NA
RT fifaworldcupes  Nos quedamos sin adjetivos para describirlo Solo faltan 67 días para volver a verlo en una FIFAWorldCup con A,FALSE,0,NA,9/14/22 20:45,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",narvaja,44,TRUE,FALSE,NA,NA
RT PlaymakerChiliz Will FIFAWorldCup  be a bullish event for Chiliz? CHZ  POR   ARG 1/12  ,FALSE,0,NA,9/14/22 20:37,FALSE,NA,1.57015E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SeverPirau,21,TRUE,FALSE,NA,NA
RT neymarjr It is time to rock your world qatarairways is ready to take you on a journey of a lifetime to the biggest show on earth,FALSE,0,NA,9/14/22 20:34,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lipegomesf,478,TRUE,FALSE,NA,NA
RT FIFAWorldCup The FIFAWorldCup groups are set  We cant wait FinalDraw ,FALSE,0,NA,9/14/22 20:32,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Willfre88844598,32080,TRUE,FALSE,NA,NA
RT SomosCocaCola El Trofeo Original de la Copa Mundial de la FIFA llegará a Ciudad de México Somos cómplices de esta gran pasión por,FALSE,0,NA,9/14/22 20:32,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Joel22689477,1,TRUE,FALSE,NA,NA
GANA con la FifaWorldCup Qatar2022 participa en la Quiniela en plataforma de sellatuparley  Ingresa aquí  ,FALSE,1,NA,9/14/22 20:30,TRUE,NA,1.57015E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",hipicosenlinea,0,FALSE,FALSE,NA,NA
RT iMxNoticias Sabías que hay un  Tinder de estampitas y grupos de Facebook que te pueden ayudar a completar tu álbum futbolero?Albú,FALSE,0,NA,9/14/22 20:30,FALSE,NA,1.57015E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlexHerrera1712,1,TRUE,FALSE,NA,NA
RT PLinUSA Suiting up in &ampFive PL Americans will be at USMNT training camp ahead of the FIFAWorldCup  ,FALSE,0,NA,9/14/22 20:30,FALSE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MaryFairburn1,3,TRUE,FALSE,NA,NA
El Trofeo Original de la Copa Mundial de la FIFA llegará a Ciudad de México Somos cómplices de esta gran pasión ,FALSE,4,NA,9/14/22 20:27,TRUE,NA,1.57015E+18,NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",SomosCocaCola,1,FALSE,FALSE,NA,NA
RT VeronaArb ديلان برون 27 سنة مدافع ساليرنيتانا تم تقديم دعوة له للانضمام إلى معسكر منتخب تونس لمواجهة جزر القمر و البرازيل وديا استع,FALSE,0,NA,9/14/22 20:20,FALSE,NA,1.57015E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",yassine01937035,1,TRUE,FALSE,NA,NA
ديلان برون 27 سنة مدافع ساليرنيتانا تم تقديم دعوة له للانضمام إلى معسكر منتخب تونس لمواجهة جزر القمر و البرازيل و ,FALSE,3,NA,9/14/22 20:19,TRUE,NA,1.57015E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VeronaArb,1,FALSE,FALSE,NA,NA
RT dieegof10 Dê uma olhada em Jogador Versão Camisa De Futebol Brasil casa l 2022/2023 por R8999 - R10499 Compre na Shopee agora h,FALSE,0,NA,9/14/22 20:06,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dieegof_10,1,TRUE,FALSE,NA,NA
Video Excellent movement from Messi helps work space for emphatic PSG equaliser ,FALSE,0,NA,9/14/22 20:04,TRUE,NA,1.57014E+18,NA,"<a href=""https://sammyskshop.com/"" rel=""nofollow"">sammysk</a>",sammyskshop,0,FALSE,FALSE,NA,NA
RT EncaladaCar Publicita con VallaVisión en Qatar2022 Aprovecha la fiebre mundialista exponiendo tu marca o negocio en la empresa,FALSE,0,NA,9/14/22 20:03,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Encalada96,3,TRUE,FALSE,NA,NA
RT FIFAWorldCup How well do you think you know the 1994 FIFAWorldCupTest out your knowledge on FIFA ,FALSE,0,NA,9/14/22 19:59,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MBashir48666504,34,TRUE,FALSE,NA,NA
RT EncaladaCar Publicita con VallaVisión en Qatar2022 Aprovecha la fiebre mundialista exponiendo tu marca o negocio en la empresa,FALSE,0,NA,9/14/22 19:59,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MaurickJes78,3,TRUE,FALSE,NA,NA
FIFA World Cup Qatar 2022 Indias Football Craze Boosted by Sports Tourism Market fans fifatickets FIFAWorldCup ,FALSE,1,NA,9/14/22 19:58,TRUE,NA,1.57014E+18,NA,"<a href=""https://www.fs-poster.com/"" rel=""nofollow"">FS_Poster_App</a>",dellyranksindia,1,FALSE,FALSE,NA,NA
Arhbo Hayya official in Punjabi Way All are welcome FIFAWorldCup FIFA22 roadto2022 nowisall OoredooQatar Josh ,FALSE,0,NA,9/14/22 19:46,TRUE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mayank1211fzd,0,FALSE,FALSE,NA,NA
RT FIFAWorldCup How well do you think you know the 1994 FIFAWorldCupTest out your knowledge on FIFA ,FALSE,0,NA,9/14/22 19:43,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alp2999,34,TRUE,FALSE,NA,NA
RT hatamdaddy1980 Former Real Madrid manager and Ex-Sir Alex Ferguson assistant Carlos Queiroz is popular in Iran Images speak for the,FALSE,0,NA,9/14/22 19:40,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IranSportsNews,4,TRUE,FALSE,NA,NA
RT fifaworldcupes Imperdible GaryLineker y JKlinsmann reaccionan al gol del siglo de Diego Maradona FIFAWorldCup El episodio en,FALSE,0,NA,9/14/22 19:39,FALSE,NA,1.57014E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tottixr,533,TRUE,FALSE,NA,NA
RT fifaworldcupes  Nos quedamos sin adjetivos para describirlo Solo faltan 67 días para volver a verlo en una FIFAWorldCup con A,FALSE,0,NA,9/14/22 19:36,FALSE,NA,1.57013E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",duartegustavo5,44,TRUE,FALSE,NA,NA
RT BoycottQ2 If only todays Footballers had the humanity &amp courage of the Great Eric Cantona BoycottQatar2022 Qatar Qatar2022 Hu,FALSE,0,NA,9/14/22 19:35,FALSE,NA,1.57013E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bytonyb,57,TRUE,FALSE,NA,NA
